Designer,Name,Link,Photo,Category,Price,Projects,Hearts,Rating
Cookie A,Bambuzzled Scarf,http://www.ravelry.com/patterns/library/bambuzzled-scarf,http://farm3.static.flickr.com/2286/1978811910_7a0ed8defb_m.jpg,Shawls / Scarves,Free,8,111,3
Cookie A,Quotient,http://www.ravelry.com/patterns/library/quotient,http://images4-b.ravelrycache.com/uploads/Cookie/115999718/IMG_5360_small_best_fit.jpg,Sweaters,$6.50 ,7,688,5
Cookie A,Obtuse,http://www.ravelry.com/patterns/library/obtuse-2,http://images4-b.ravelrycache.com/uploads/Cookie/116109489/Obtuse_side_small.jpg,Sweaters,$6.50 ,5,291,3.5
Cookie A,Wavy Edge Lace Shawl,http://www.ravelry.com/patterns/library/wavy-edge-lace-shawl,http://farm3.static.flickr.com/2582/4539070526_59c9512be6_m.jpg,Shawls / Scarves,Free,4,11,4.5
Cookie A,Dome,http://www.ravelry.com/patterns/library/dome-2,http://images4.ravelrycache.com/uploads/Cookie/116109214/IMG_4468_small_best_fit.jpg,Hats,$5.50 ,3,109,5
Cookie A,Rectangle,http://www.ravelry.com/patterns/library/rectangle-3,http://images4.ravelrycache.com/uploads/Cookie/116123872/Rectangle_side_small_best_fit.jpg,Sweaters,$6.50 ,1,141,No Rating
Stephen West,Daybreak,http://www.ravelry.com/patterns/library/daybreak,http://images4-b.ravelrycache.com/uploads/westknits/139468452/4079275554_3b1a95263c_z_small.jpg,Shawls / Scarves,$6.00 ,4529,13235,4.5
Stephen West,Boneyard Shawl,http://www.ravelry.com/patterns/library/boneyard-shawl,http://farm5.static.flickr.com/4069/4466351702_78f7054cc1_m.jpg,Shawls / Scarves,Free,3965,14449,4.5
Stephen West,Windschief,http://www.ravelry.com/patterns/library/windschief,http://farm5.static.flickr.com/4111/5045447366_419885bff4_m.jpg,Shawls / Scarves,$6.00 ,3202,8138,4.6
Stephen West,Rockefeller,http://www.ravelry.com/patterns/library/rockefeller-2,http://farm9.static.flickr.com/8444/7894579292_270ff33095_m.jpg,Shawls / Scarves,$6.00 ,2782,4909,4.2
Stephen West,Earth & Sky,http://www.ravelry.com/patterns/library/earth--sky,http://farm7.static.flickr.com/6195/6070490215_66e558193f_m.jpg,Shawls / Scarves,$6.00 ,2338,4897,4.2
Stephen West,Spectra,http://www.ravelry.com/patterns/library/spectra,http://farm3.static.flickr.com/2493/5791744148_286735837d_m.jpg,Shawls / Scarves,$6.00 ,2335,10685,4.5
Stephen West,Herbivore,http://www.ravelry.com/patterns/library/herbivore,http://farm4.static.flickr.com/3559/3863655062_7f0219df4f_m.jpg,Shawls / Scarves,$6.00 ,1935,6941,4.5
Stephen West,Clockwork,http://www.ravelry.com/patterns/library/clockwork,http://farm5.static.flickr.com/4151/5009994800_ed6c19cd5c_m.jpg,Shawls / Scarves,$6.00 ,1895,8343,4.6
Stephen West,Pogona,http://www.ravelry.com/patterns/library/pogona,http://farm2.static.flickr.com/1017/4722786557_af10d97640_m.jpg,Shawls / Scarves,$6.00 ,1749,7445,4.5
Stephen West,Colonnade Shawl,http://www.ravelry.com/patterns/library/colonnade-shawl,http://farm4.static.flickr.com/3419/3912620421_88a5627f21_m.jpg,Shawls / Scarves,Free,1411,7038,4.2
Stephen West,Botanic Hat,http://www.ravelry.com/patterns/library/botanic-hat,http://farm4.static.flickr.com/3615/3697248906_3882b687e7_m.jpg,Hats,$6.00 ,1340,4026,4.7
Stephen West,Purl Ridge Scarf,http://www.ravelry.com/patterns/library/purl-ridge-scarf,http://farm3.static.flickr.com/2725/4333730974_7ecda8d02f_m.jpg,Shawls / Scarves,Free,1253,6364,4.4
Stephen West,Dustland Hat,http://www.ravelry.com/patterns/library/dustland-hat,http://farm7.static.flickr.com/6061/6120689395_1ec0a49367_m.jpg,Hats,$6.00 ,623,2879,4.6
Stephen West,Little Colonnade,http://www.ravelry.com/patterns/library/little-colonnade,http://farm4.static.flickr.com/3151/3913452376_e3e3a09b91_m.jpg,Shawls / Scarves,$6.00 ,590,2760,4.5
Stephen West,Chadwick,http://www.ravelry.com/patterns/library/chadwick,http://farm5.static.flickr.com/4131/5041119948_d21873910d_m.jpg,Shawls / Scarves,$6.00 ,498,2504,4.6
Stephen West,Akimbo,http://www.ravelry.com/patterns/library/akimbo,http://farm3.static.flickr.com/2740/4079158240_0fb228be52_m.jpg,Shawls / Scarves,$6.00 ,419,3740,4.4
Stephen West,Geysir Stretch,http://www.ravelry.com/patterns/library/geysir-stretch,http://farm9.static.flickr.com/8064/8190252868_ae5fdd38ba_m.jpg,Shawls / Scarves,$6.00 ,419,1564,4.6
Stephen West,Gyllis,http://www.ravelry.com/patterns/library/gyllis,http://farm7.static.flickr.com/6157/6195094193_6e68dfd22a_m.jpg,Shawls / Scarves,$6.00 ,367,3335,4.5
Stephen West,Metalouse,http://www.ravelry.com/patterns/library/metalouse,http://farm9.static.flickr.com/8504/8265600366_f3d740874d_m.jpg,Shawls / Scarves,Free,329,4001,4.5
Stephen West,Blue Whale,http://www.ravelry.com/patterns/library/blue-whale,http://farm5.static.flickr.com/4084/5084507952_0d8fb6f40e_m.jpg,Shawls / Scarves,$6.00 ,301,2354,4.4
Stephen West,Sharktooth,http://www.ravelry.com/patterns/library/sharktooth,http://farm8.static.flickr.com/7006/6445439447_7b84dab291_m.jpg,Shawls / Scarves,$6.00 ,280,1672,4.4
Stephen West,Flamboyan,http://www.ravelry.com/patterns/library/flamboyan,http://farm5.static.flickr.com/4098/4829569192_ae766d1f81_m.jpg,Shawls / Scarves,$6.00 ,267,3236,4.7
Stephen West,Groove,http://www.ravelry.com/patterns/library/groove-2,http://farm8.static.flickr.com/7167/6470346225_67d604580e_m.jpg,Shawls / Scarves,Free,250,2296,4.4
Stephen West,Honegart,http://www.ravelry.com/patterns/library/honegart,http://farm6.static.flickr.com/5002/5375836196_a2fb7220d6_m.jpg,Hats,$6.00 ,232,1024,4.7
Stephen West,Esjan,http://www.ravelry.com/patterns/library/esjan,http://farm9.static.flickr.com/8065/8179660781_b365d2d186_m.jpg,Shawls / Scarves,$6.00 ,224,1566,4.8
Stephen West,Urbana,http://www.ravelry.com/patterns/library/urbana,http://farm5.static.flickr.com/4109/5041125808_bf7e4ce3aa_m.jpg,Shawls / Scarves,$6.00 ,215,842,4.6
Stephen West,Meadowbrook,http://www.ravelry.com/patterns/library/meadowbrook,http://farm5.static.flickr.com/4110/5040502193_9b55cc713d_m.jpg,Shawls / Scarves,$6.00 ,195,1021,4.6
Stephen West,Loxley,http://www.ravelry.com/patterns/library/loxley,http://farm6.static.flickr.com/5290/5375907424_12c04c0f98_m.jpg,Shawls / Scarves,$6.00 ,191,1984,4.6
Stephen West,Creekbed scarf,http://www.ravelry.com/patterns/library/creekbed-scarf,http://farm4.static.flickr.com/3083/5864544494_a1350ac7b6_m.jpg,Shawls / Scarves,Free,186,2231,4.4
Stephen West,Dustland Mitts,http://www.ravelry.com/patterns/library/dustland-mitts,http://farm7.static.flickr.com/6076/6121298180_4ef6c980f9_m.jpg,Gloves,$6.00 ,182,1274,4.7
Stephen West,Aurora Expanse,http://www.ravelry.com/patterns/library/aurora-expanse,http://farm9.static.flickr.com/8202/8210044667_54855a2a00_m.jpg,Hats,$6.00 ,170,510,4.6
Stephen West,Coler,http://www.ravelry.com/patterns/library/coler,http://farm6.static.flickr.com/5202/5375762674_eed91e9e41_m.jpg,Gloves,$6.00 ,164,623,4.6
Stephen West,Glacier Sweep,http://www.ravelry.com/patterns/library/glacier-sweep,http://farm9.static.flickr.com/8224/8266543777_1aae7d75fc_m.jpg,Shawls / Scarves,$6.00 ,163,1486,4.6
Stephen West,Barndom,http://www.ravelry.com/patterns/library/barndom,http://images4-b.ravelrycache.com/uploads/westknits/118846793/DSC_3466_small_best_fit.jpg,Shawls / Scarves,$6.00 ,152,1855,4.6
Stephen West,Old Forge,http://www.ravelry.com/patterns/library/old-forge,http://farm7.static.flickr.com/6080/6121213744_1c344b6249_m.jpg,Blanket,$6.00 ,150,1826,4.8
Stephen West,Arroway,http://www.ravelry.com/patterns/library/arroway,http://farm8.static.flickr.com/7145/6679220499_b118449b60_m.jpg,Shawls / Scarves,$6.00 ,146,776,4.5
Stephen West,Dolinar,http://www.ravelry.com/patterns/library/dolinar,http://farm6.static.flickr.com/5247/5375851936_8027792ae9_m.jpg,Shawls / Scarves,Free,140,970,4.4
Stephen West,Westward,http://www.ravelry.com/patterns/library/westward,http://farm5.static.flickr.com/4105/5040505133_87e8b3d65f_m.jpg,Hats,$6.00 ,133,846,4.6
Stephen West,Bolting,http://www.ravelry.com/patterns/library/bolting,http://farm9.static.flickr.com/8167/7501630624_060549ccac_m.jpg,Shawls / Scarves,$6.00 ,130,1677,4.7
Stephen West,Piece Out,http://www.ravelry.com/patterns/library/piece-out,http://farm5.static.flickr.com/4130/5040500317_e8c5e823d5_m.jpg,Hats,$6.00 ,129,586,4.7
Stephen West,Thendara,http://www.ravelry.com/patterns/library/thendara,http://farm7.static.flickr.com/6209/6120692319_1299acb2ac_m.jpg,Shawls / Scarves,$6.00 ,125,1035,4.5
Stephen West,Transatlantic,http://www.ravelry.com/patterns/library/transatlantic,http://farm6.static.flickr.com/5127/5375905074_f8d172e683_m.jpg,Shawls / Scarves,$6.00 ,123,1089,4.7
Stephen West,Westlake,http://www.ravelry.com/patterns/library/westlake,http://farm8.static.flickr.com/7026/6673666541_af0376d580_m.jpg,Shawls / Scarves,$6.00 ,118,1180,4.4
Stephen West,Slipped Rib Scarf,http://www.ravelry.com/patterns/library/slipped-rib-scarf,http://farm4.static.flickr.com/3345/3670471483_13faa64312_m.jpg,Shawls / Scarves,Free,117,1707,4.6
Stephen West,Bandwidth,http://www.ravelry.com/patterns/library/bandwidth,http://farm6.static.flickr.com/5166/5375185721_04ec5f3e92_m.jpg,Hats,$6.00 ,116,469,4.5
Stephen West,Lakedale Shawl,http://www.ravelry.com/patterns/library/lakedale-shawl,http://farm6.static.flickr.com/5250/5328865042_0053879cd5_m.jpg,Shawls / Scarves,Free,116,1595,4.1
Stephen West,Garter Squish,http://www.ravelry.com/patterns/library/garter-squish,http://farm9.static.flickr.com/8212/8289449722_f8733c990b_m.jpg,Blanket,Free,113,1696,4.8
Stephen West,Vulpix,http://www.ravelry.com/patterns/library/vulpix-2,http://farm8.static.flickr.com/7051/6981794873_7e55d46896_m.jpg,Shawls / Scarves,$6.00 ,109,1105,4.6
Stephen West,Flagstone,http://www.ravelry.com/patterns/library/flagstone,http://farm5.static.flickr.com/4128/5040499585_97c42294bb_m.jpg,Shawls / Scarves,$6.00 ,107,706,4.4
Stephen West,Diamondback Mitts,http://www.ravelry.com/patterns/library/diamondback-mitts,http://farm9.static.flickr.com/8031/8001159933_3b46b573f1_m.jpg,Gloves,$6.00 ,103,732,4.5
Stephen West,Helm,http://www.ravelry.com/patterns/library/helm,http://farm7.static.flickr.com/6160/6195098209_c99a4f114e_m.jpg,Hats,$6.00 ,101,812,4.5
Stephen West,Kex Scarf,http://www.ravelry.com/patterns/library/kex-scarf,http://farm9.static.flickr.com/8363/8418488756_ac74f8a948_m.jpg,Shawls / Scarves,$6.00 ,91,1359,4.8
Stephen West,Kvosin,http://www.ravelry.com/patterns/library/kvosin,http://farm9.static.flickr.com/8514/8418420970_fa063759c3_m.jpg,Hats,$6.00 ,91,1030,4.6
Stephen West,Modish Cowl,http://www.ravelry.com/patterns/library/modish-cowl,http://farm5.static.flickr.com/4154/5036622231_59a5e4d402_m.jpg,Shawls / Scarves,Free,89,1365,4.6
Stephen West,Birdwing,http://www.ravelry.com/patterns/library/birdwing,http://farm6.static.flickr.com/5133/5442407946_ab159ffd68_m.jpg,Shawls / Scarves,$6.00 ,83,876,4.6
Stephen West,Brickstreet,http://www.ravelry.com/patterns/library/brickstreet,http://farm6.static.flickr.com/5002/5375760562_31f7cb1d7e_m.jpg,Blanket,$6.00 ,83,1194,4.6
Stephen West,Oeste,http://www.ravelry.com/patterns/library/oeste,http://farm8.static.flickr.com/7052/6875217905_50b8e434ee_m.jpg,Shawls / Scarves,$6.00 ,82,441,4.5
Stephen West,Pom Pom It!,http://www.ravelry.com/patterns/library/pom-pom-it,http://farm9.static.flickr.com/8339/8210557779_25ea5dcc55_m.jpg,Hats,Free,81,240,4.7
Stephen West,Skinny Skid,http://www.ravelry.com/patterns/library/skinny-skid,http://farm5.static.flickr.com/4081/5041123816_6f62b5e733_m.jpg,Hats,$6.00 ,77,714,4.5
Stephen West,Bedrock,http://www.ravelry.com/patterns/library/bedrock,http://farm7.static.flickr.com/6207/6120683233_5c67e4bedc_m.jpg,Hats,$6.00 ,72,500,4
Stephen West,Drawbridge,http://www.ravelry.com/patterns/library/drawbridge,http://farm6.static.flickr.com/5168/5375274045_413b3fa45c_m.jpg,Shawls / Scarves,$6.00 ,72,365,4.8
Stephen West,Caldwell,http://www.ravelry.com/patterns/library/caldwell,http://farm9.static.flickr.com/8370/8517321167_0dfc6f5b7f_m.jpg,Sweaters,$7.00 ,71,800,4.6
Stephen West,Wedgewood,http://www.ravelry.com/patterns/library/wedgewood,http://farm7.static.flickr.com/6185/6121248898_8b9fcd2463_m.jpg,Shawls / Scarves,$6.00 ,71,494,4.4
Stephen West,Knothole,http://www.ravelry.com/patterns/library/knothole,http://farm5.static.flickr.com/4126/5089032410_ff6b96e1f9_m.jpg,Shawls / Scarves,Free,63,889,4.7
Stephen West,Longview,http://www.ravelry.com/patterns/library/longview,http://farm7.static.flickr.com/6210/6121240984_f37e76fe89_m.jpg,Shawls / Scarves,$6.00 ,61,717,4.7
Stephen West,Splitbark,http://www.ravelry.com/patterns/library/splitbark,http://farm6.static.flickr.com/5161/5375949424_00f8495fe8_m.jpg,Gloves,$6.00 ,60,703,4.6
Stephen West,Purl Ridge Hat,http://www.ravelry.com/patterns/library/purl-ridge-hat,http://farm6.static.flickr.com/5210/5328364181_424f5237cd_m.jpg,Hats,Free,59,506,4.2
Stephen West,Kex Blanket,http://www.ravelry.com/patterns/library/kex-blanket,http://farm9.static.flickr.com/8245/8454681720_42572b0291_m.jpg,Blanket,$6.00 ,58,2165,4.3
Stephen West,Stringband,http://www.ravelry.com/patterns/library/stringband,http://farm9.static.flickr.com/8178/7971528762_a78d07db0d_m.jpg,Shawls / Scarves,$6.00 ,55,748,4.6
Stephen West,Kex Hat,http://www.ravelry.com/patterns/library/kex-hat,http://farm9.static.flickr.com/8516/8418478696_f8f55696b1_m.jpg,Hats,$6.00 ,53,352,4.4
Stephen West,Moose River,http://www.ravelry.com/patterns/library/moose-river,http://farm7.static.flickr.com/6068/6121229804_684a3984fe_m.jpg,Shawls / Scarves,$6.00 ,53,690,4.6
Stephen West,Cumulonimbus,http://www.ravelry.com/patterns/library/cumulonimbus,http://farm8.static.flickr.com/7053/6930710226_f636089565_m.jpg,Shawls / Scarves,$6.00 ,52,646,4.1
Stephen West,HofsÍ—‘_s Hat,http://www.ravelry.com/patterns/library/hofsos-hat,http://farm9.static.flickr.com/8100/8472375433_72d4068732_m.jpg,Hats,$6.00 ,52,526,4.8
Stephen West,Skid,http://www.ravelry.com/patterns/library/skid,http://farm5.static.flickr.com/4028/4548625755_2d818e7907_m.jpg,Hats,$6.00 ,51,491,4.6
Stephen West,Thornton,http://www.ravelry.com/patterns/library/thornton,http://farm6.static.flickr.com/5287/5375910310_7fe61195fc_m.jpg,Hats,$6.00 ,49,349,4.5
Stephen West,In Defense of Tights,http://www.ravelry.com/patterns/library/in-defense-of-tights,http://farm9.static.flickr.com/8210/8232459196_8a50df8dd3_m.jpg,Socks,$6.00 ,46,217,4.9
Stephen West,Filbert,http://www.ravelry.com/patterns/library/filbert,http://farm6.static.flickr.com/5161/5375244315_7aa8644ddc_m.jpg,Shawls / Scarves,$6.00 ,44,250,4.6
Stephen West,Raxtur,http://www.ravelry.com/patterns/library/raxtur,http://farm9.static.flickr.com/8345/8193846854_3f0230fc74_m.jpg,Hats,$6.00 ,43,509,4.9
Stephen West,TÍ—‘_ngata,http://www.ravelry.com/patterns/library/tungata,http://farm9.static.flickr.com/8085/8444682491_2d8cc2e3fb_m.jpg,Shawls / Scarves,$6.00 ,43,966,4.3
Stephen West,Knightly,http://www.ravelry.com/patterns/library/knightly,http://farm5.static.flickr.com/4146/5063163037_4864717c44_m.jpg,Shawls / Scarves,$6.00 ,40,823,4.2
Stephen West,Shrowl,http://www.ravelry.com/patterns/library/shrowl,http://farm9.static.flickr.com/8314/8030337193_b796b3c0ed_m.jpg,Sweaters,Free,38,887,4.3
Stephen West,Bentgrass,http://www.ravelry.com/patterns/library/bentgrass,http://farm3.static.flickr.com/2693/4323372442_6ab0ec58b1_m.jpg,Shawls / Scarves,$6.00 ,37,350,4.7
Stephen West,Sun Satchel,http://www.ravelry.com/patterns/library/sun-satchel,http://farm7.static.flickr.com/6193/6120704047_23a299f072_m.jpg,Home,$6.00 ,37,715,4.6
Stephen West,Itaca,http://www.ravelry.com/patterns/library/itaca,http://farm9.static.flickr.com/8039/8030320424_89fa6e39bb_m.jpg,Shawls / Scarves,$6.00 ,36,789,4.5
Stephen West,Vertitwist,http://www.ravelry.com/patterns/library/vertitwist,http://farm9.static.flickr.com/8010/7425640718_43cd052f1a_m.jpg,Hats,$6.00 ,29,279,4.5
Stephen West,Chevry,http://www.ravelry.com/patterns/library/chevry,http://farm8.static.flickr.com/7174/6666374739_17332bbb76_m.jpg,Shawls / Scarves,$6.00 ,23,671,5
Stephen West,Seaway,http://www.ravelry.com/patterns/library/seaway,http://farm7.static.flickr.com/6077/6121212060_46e3a28efa_m.jpg,Hats,$6.00 ,23,178,4.4
Stephen West,Uroboro,http://www.ravelry.com/patterns/library/uroboro,http://images4-b.ravelrycache.com/uploads/alextinsley/118049118/book4_20_small_best_fit.jpg,Shawls / Scarves,Free,23,584,2.4
Stephen West,Gullfoss,http://www.ravelry.com/patterns/library/gullfoss,http://farm9.static.flickr.com/8471/8420531716_89e2a3f60b_m.jpg,Sweaters,$6.00 ,22,619,4.3
Stephen West,HofsÍ—‘_s Mitts,http://www.ravelry.com/patterns/library/hofsos-mitts,http://farm9.static.flickr.com/8515/8473465384_44ff0fb25d_m.jpg,Gloves,$6.00 ,22,126,4.7
Stephen West,SÍ—‘_lfar,http://www.ravelry.com/patterns/library/solfar,http://farm9.static.flickr.com/8218/8272611795_50efe08cac_m.jpg,Shawls / Scarves,$6.00 ,22,573,4.7
Stephen West,Featheron,http://www.ravelry.com/patterns/library/featheron,http://farm6.static.flickr.com/5344/7425666326_4e2966a256_m.jpg,Shawls / Scarves,$6.00 ,21,247,4.5
Stephen West,Westloop,http://www.ravelry.com/patterns/library/westloop,http://farm9.static.flickr.com/8240/8497620837_d0e57988c3_m.jpg,Shawls / Scarves,$6.00 ,19,925,4.7
Stephen West,Drangey,http://www.ravelry.com/patterns/library/drangey,http://farm9.static.flickr.com/8088/8497619829_ecff1c5827_m.jpg,Sweaters,$6.50 ,18,1038,4.9
Stephen West,Baxtur,http://www.ravelry.com/patterns/library/baxtur,http://farm9.static.flickr.com/8208/8244258987_5d4bf01430_m.jpg,Hats,$6.00 ,12,247,4.6
Stephen West,Safety Scarf,http://www.ravelry.com/patterns/library/safety-scarf,http://farm9.static.flickr.com/8259/8624747016_066129d1d7_m.jpg,Shawls / Scarves,$6.00 ,12,784,5
Stephen West,HofsÍ—‘_s Pullover,http://www.ravelry.com/patterns/library/hofsos-pullover,http://farm9.static.flickr.com/8375/8472374101_5a2a95c2ef_m.jpg,Sweaters,$6.50 ,11,453,5
Stephen West,Mudmilk,http://www.ravelry.com/patterns/library/mudmilk,http://farm9.static.flickr.com/8449/7983215684_0eed9b5cd4_m.jpg,Hats,$6.00 ,11,122,5
Stephen West,Yang,http://www.ravelry.com/patterns/library/yang,http://farm9.static.flickr.com/8332/8094785990_764ee8ef63_m.jpg,Shawls / Scarves,Free,10,305,5
Stephen West,Akimbo Blanket,http://www.ravelry.com/patterns/library/akimbo-blanket,http://farm6.static.flickr.com/5001/5378177066_3033f15608_m.jpg,Blanket,Free,9,113,4.7
Stephen West,Cambio,http://www.ravelry.com/patterns/library/cambio-2,http://images4.ravelrycache.com/uploads/alextinsley/118048747/book4_06_small_best_fit.jpg,Sweaters,Free,9,408,4.5
Stephen West,Dustland Legwarmers,http://www.ravelry.com/patterns/library/dustland-legwarmers,http://farm9.static.flickr.com/8296/7996320226_de1431f9c8_m.jpg,Socks,$6.00 ,9,289,4.8
Stephen West,StrÍ—‘_nd,http://www.ravelry.com/patterns/library/strond,http://farm9.static.flickr.com/8380/8518430370_b7f6d537f9_m.jpg,Sweaters,$6.50 ,9,216,5
Stephen West,HofsÍ—‘_s Cowl,http://www.ravelry.com/patterns/library/hofsos-cowl,http://farm9.static.flickr.com/8251/8518432068_aa8bff5841_m.jpg,Shawls / Scarves,$6.00 ,4,188,5
Stephen West,Renegade Slouch,http://www.ravelry.com/patterns/library/renegade-slouch,http://images4.ravelrycache.com/uploads/amirisu/144959165/_MG_147_small_best_fit.png,Hats,$5.00 ,4,137,5
Stephen West,Saema,http://www.ravelry.com/patterns/library/saema,http://farm9.static.flickr.com/8355/8272671967_4f77e8dd81_m.jpg,Gloves,$6.00 ,0,109,No Rating
Jared Flood,Turn A Square,http://www.ravelry.com/patterns/library/turn-a-square,http://farm3.static.flickr.com/2224/2142350267_74e54fb0f7_m.jpg,Hats,Free,13749,18774,4.5
Jared Flood,Noro Striped Scarf,http://www.ravelry.com/patterns/library/noro-striped-scarf,http://farm1.static.flickr.com/195/476318340_3a108c4afb_m.jpg,Shawls / Scarves,Free,12232,14766,4.6
Jared Flood,Koolhaas,http://www.ravelry.com/patterns/library/koolhaas,http://farm3.static.flickr.com/2279/2082404340_6cd8f75518_m.jpg,Hats,$6.00 ,7376,12838,4.6
Jared Flood,Hemlock Ring Blanket,http://www.ravelry.com/patterns/library/hemlock-ring-blanket,http://farm2.static.flickr.com/1416/1083791860_9f0a610f6b_m.jpg,Shawls / Scarves,Free,5401,15873,4.5
Jared Flood,Cobblestone Pullover,http://www.ravelry.com/patterns/library/cobblestone-pullover,http://farm2.static.flickr.com/1292/871051258_9bada4cb0f_m.jpg,Sweaters,$7.00 ,2657,7378,4.5
Jared Flood,Habitat,http://www.ravelry.com/patterns/library/habitat,http://images4.ravelrycache.com/uploads/brooklyntweed/41488328/JJF_0005-2_small_best_fit.jpg,Hats,$6.00 ,2495,7485,4.7
Jared Flood,Rock Island,http://www.ravelry.com/patterns/library/rock-island,http://farm6.static.flickr.com/5308/5595151939_838de7a099_m.jpg,Shawls / Scarves,$6.75 ,2399,17446,4.6
Jared Flood,Girasole,http://www.ravelry.com/patterns/library/girasole,http://farm4.static.flickr.com/3232/3047543787_3dabb1e713_m.jpg,Shawls / Scarves,$7.00 ,2129,8541,4.8
Jared Flood,Guernsey Wrap,http://www.ravelry.com/patterns/library/guernsey-wrap,http://images4-b.ravelrycache.com/uploads/brooklyntweed/41487230/JJF_0419bw_small_best_fit.jpg,Shawls / Scarves,$6.00 ,1595,8887,4.6
Jared Flood,Juneberry Triangle,http://www.ravelry.com/patterns/library/juneberry-triangle,http://farm6.static.flickr.com/5087/5297707207_1a1b08dba5_m.jpg,Shawls / Scarves,$7.00 ,1401,9892,4.6
Jared Flood,Quincy,http://www.ravelry.com/patterns/library/quincy,http://farm3.static.flickr.com/2534/3775726633_4ba0fa4558_m.jpg,Hats,$6.00 ,1328,3411,4.5
Jared Flood,Umaro,http://www.ravelry.com/patterns/library/umaro,http://images4-b.ravelrycache.com/uploads/brooklyntweed/46001519/JJF_0127_copy_small_best_fit.jpg,Blanket,$6.00 ,1270,13206,4.8
Jared Flood,Tweed Baby Blanket,http://www.ravelry.com/patterns/library/tweed-baby-blanket,http://images4-b.ravelrycache.com/uploads/brooklyntweed/56143514/JJF_0070_copy_small_best_fit.jpg,Blanket,$6.00 ,1088,5023,4.6
Jared Flood,#03 Green Autumn (Druid Mittens),http://www.ravelry.com/patterns/library/03-green-autumn-druid-mittens,http://farm3.static.flickr.com/2069/2408262794_62838beb38_m.jpg,Gloves,$5.00 ,1016,4982,4.6
Jared Flood,Porom,http://www.ravelry.com/patterns/library/porom,http://farm4.static.flickr.com/3214/2808686999_b0b8a1b4f9_m.jpg,Hats,$6.00 ,1014,3317,4.6
Jared Flood,Terra,http://www.ravelry.com/patterns/library/terra-4,http://images4-b.ravelrycache.com/uploads/brooklyntweed/41484376/JJF_0055nonwarm_small_best_fit.jpg,Shawls / Scarves,$6.50 ,1011,6497,4.7
Jared Flood,Wool Leaves,http://www.ravelry.com/patterns/library/wool-leaves,http://farm5.static.flickr.com/4052/4290756025_de2601a439_m.jpg,Blanket,$6.00 ,979,8713,4.6
Jared Flood,Rosebud,http://www.ravelry.com/patterns/library/rosebud-17,http://images4.ravelrycache.com/uploads/brooklyntweed/75129822/Rosebud2_small_best_fit.jpg,Hats,$6.50 ,975,4410,4.6
Jared Flood,Grove,http://www.ravelry.com/patterns/library/grove-2,http://farm4.static.flickr.com/3538/3776454778_039514d44c_m.jpg,Gloves,$6.00 ,758,5377,4.3
Jared Flood,Shale Baby Blanket,http://www.ravelry.com/patterns/library/shale-baby-blanket,http://images4-b.ravelrycache.com/uploads/brooklyntweed/41489273/JJF_0038_small_best_fit.jpg,Blanket,$6.00 ,608,5813,4.7
Jared Flood,Bridgewater,http://www.ravelry.com/patterns/library/bridgewater,http://farm3.static.flickr.com/2595/3776439120_2ff7b77c8d_m.jpg,Shawls / Scarves,$6.50 ,546,3891,4.4
Jared Flood,Cinder,http://www.ravelry.com/patterns/library/cinder,http://farm5.static.flickr.com/4116/4821747817_a8ea253b6c_m.jpg,Shawls / Scarves,$6.00 ,521,5706,4.6
Jared Flood,Brownstone,http://www.ravelry.com/patterns/library/brownstone,http://farm6.static.flickr.com/5060/5575152224_6504f0b958_m.jpg,Sweaters,$7.00 ,453,3990,4.7
Jared Flood,Laurel,http://www.ravelry.com/patterns/library/laurel-3,http://farm3.static.flickr.com/2593/3776543298_1811d7c54c_m.jpg,Hats,$6.00 ,451,2678,4.4
Jared Flood,Ptarmigan,http://www.ravelry.com/patterns/library/ptarmigan,http://farm4.static.flickr.com/3399/4639451034_70033c7e7d_m.jpg,Shawls / Scarves,$6.00 ,443,3188,4.6
Jared Flood,Wayfarer,http://www.ravelry.com/patterns/library/wayfarer-2,http://images4.ravelrycache.com/uploads/brooklyntweed/41484919/JJF_0147_small_best_fit.jpg,Shawls / Scarves,$6.00 ,435,2813,4.5
Jared Flood,Fortnight,http://www.ravelry.com/patterns/library/fortnight,http://farm6.static.flickr.com/5310/5618559301_9ec29b4686_m.jpg,Hats,$6.00 ,429,2137,4.6
Jared Flood,Smokin',http://www.ravelry.com/patterns/library/smokin,http://farm3.static.flickr.com/2133/2185862752_eb007051f5_m.jpg,Sweaters,Free,412,3278,3.9
Jared Flood,Beaumont Tam,http://www.ravelry.com/patterns/library/beaumont-tam,http://farm3.static.flickr.com/2620/3776550974_814c2148d4_m.jpg,Hats,$6.00 ,403,2866,4.4
Jared Flood,Dryad,http://www.ravelry.com/patterns/library/dryad-3,http://images4.ravelrycache.com/uploads/brooklyntweed/49599681/JJF_0123_copy_small_best_fit.jpg,Shawls / Scarves,$6.00 ,390,3624,4.7
Jared Flood,Celes,http://www.ravelry.com/patterns/library/celes,http://images4-b.ravelrycache.com/uploads/brooklyntweed/36678636/JJF_0220_small_best_fit.jpg,Shawls / Scarves,$6.50 ,377,4237,4.6
Jared Flood,Romney Kerchief,http://www.ravelry.com/patterns/library/romney-kerchief,http://images4-b.ravelrycache.com/uploads/brooklyntweed/53876815/JJF-0723_copy_small_best_fit.jpg,Shawls / Scarves,$6.00 ,374,3571,4.4
